fips,year,laborfc,employed,unemplvl,unemprate
48457,2018,6980,6521,459,6.6
48459,2018,17674,16938,736,4.2
48461,2018,1580,1526,54,3.4
48463,2018,11466,10981,485,4.2
48465,2018,22423,21560,863,3.8
48467,2018,25757,24859,898,3.5
48469,2018,42955,41321,1634,3.8
48471,2018,23877,22883,994,4.2
48473,2018,23141,22162,979,4.2
48475,2018,6774,6602,172,2.5
48477,2018,14872,14336,536,3.6
48479,2018,116294,111939,4355,3.7
48481,2018,21284,20500,784,3.7
48483,2018,2427,2351,76,3.1
48485,2018,56368,54461,1907,3.4
48487,2018,4978,4772,206,4.1
48489,2018,6389,5762,627,9.800000000000001
48491,2018,304215,294970,9245,3
48493,2018,24547,23798,749,3.1
48495,2018,4026,3912,114,2.8
48497,2018,31252,30184,1068,3.4
48499,2018,17356,16621,735,4.2
48501,2018,3714,3608,106,2.9
48503,2018,8166,7904,262,3.2
48505,2018,5358,5063,295,5.5
48507,2018,3559,3219,340,9.6
49001,2018,3005,2902,103,3.4
49003,2018,25442,24693,749,2.9
49005,2018,63252,61598,1654,2.6
49007,2018,8461,8090,371,4.4
49009,2018,398,381,17,4.3
49011,2018,169969,165119,4850,2.9
49013,2018,7712,7369,343,4.4
49015,2018,4321,4119,202,4.7
49017,2018,2773,2561,212,7.6
49019,2018,6056,5775,281,4.6
49021,2018,22861,22062,799,3.5
49023,2018,5564,5401,163,2.9
49025,2018,3785,3666,119,3.1
49027,2018,6200,6002,198,3.2
49029,2018,5440,5293,147,2.7
49031,2018,480,455,25,5.2
49033,2018,1171,1134,37,3.2
49035,2018,619396,601161,18235,2.9
49037,2018,5700,5353,347,6.1
49039,2018,12448,11995,453,3.6
49041,2018,9863,9519,344,3.5
49043,2018,24353,23633,720,3
49045,2018,33206,32099,1107,3.3
49047,2018,13583,12961,622,4.6
49049,2018,299036,290741,8295,2.8
49051,2018,15128,14660,468,3.1
49053,2018,74034,71555,2479,3.3
49055,2018,1427,1343,84,5.9
49057,2018,124906,120651,4255,3.4
50001,2018,20722,20215,507,2.4
50003,2018,18307,17757,550,3
50005,2018,14678,14218,460,3.1
50007,2018,97097,95189,1908,2
50009,2018,2692,2599,93,3.5
50011,2018,27570,26906,664,2.4
50013,2018,4070,3945,125,3.1
50015,2018,13968,13495,473,3.4
50017,2018,15933,15527,406,2.5
50019,2018,13501,12924,577,4.3
50021,2018,30752,29828,924,3
50023,2018,34512,33658,854,2.5
50025,2018,22470,21856,614,2.7
50027,2018,29034,28384,650,2.2
51001,2018,16748,16099,649,3.9
51003,2018,56203,54672,1531,2.7
51005,2018,6930,6669,261,3.8
51007,2018,6208,6001,207,3.3
51009,2018,14944,14444,500,3.3
51011,2018,7119,6855,264,3.7
51013,2018,152218,149115,3103,2
51015,2018,36797,35783,1014,2.8
51017,2018,2513,2450,63,2.5
51019,2018,38270,37083,1187,3.1
51021,2018,2833,2742,91,3.2
51023,2018,17282,16811,471,2.7
51025,2018,6000,5699,301,5
51027,2018,6928,6545,383,5.5
51029,2018,6313,6027,286,4.5
51031,2018,25890,25002,888,3.4
51033,2018,15146,14611,535,3.5
51035,2018,13289,12802,487,3.7
51036,2018,3643,3495,148,4.1
51037,2018,5209,5015,194,3.7
51041,2018,186121,180588,5533,3
51043,2018,7500,7280,220,2.9
51045,2018,2290,2207,83,3.6
51047,2018,24278,23569,709,2.9
51049,2018,4648,4494,154,3.3
51051,2018,4523,4287,236,5.2
51053,2018,13551,13069,482,3.6
51057,2018,5507,5293,214,3.9
51059,2018,626912,611282,15630,2.5
51061,2018,36681,35709,972,2.6
51063,2018,8108,7884,224,2.8
51065,2018,13667,13319,348,2.5
51067,2018,26182,25363,819,3.1
51069,2018,47352,46098,1254,2.6
51071,2018,7835,7569,266,3.4
51073,2018,19481,18948,533,2.7
51075,2018,11124,10788,336,3
51077,2018,7667,7430,237,3.1
51079,2018,10306,10042,264,2.6
51081,2018,4371,4209,162,3.7
51083,2018,15155,14525,630,4.2
51085,2018,58777,57218,1559,2.7
51087,2018,180763,175257,5506,3
51089,2018,23672,22781,891,3.8
51091,2018,1255,1220,35,2.8
51093,2018,19348,18766,582,3
51095,2018,36496,35422,1074,2.9
51097,2018,3851,3732,119,3.1
51099,2018,13194,12799,395,3
51101,2018,9082,8810,272,3
51103,2018,5292,5059,233,4.4
51105,2018,8308,7961,347,4.2
51107,2018,219593,214065,5528,2.5
51109,2018,19758,19200,558,2.8
51111,2018,5320,5146,174,3.3
51113,2018,7272,7092,180,2.5
51115,2018,4122,3997,125,3
51117,2018,12667,12145,522,4.1
51119,2018,5230,5087,143,2.7
51121,2018,49859,48368,1491,3
51125,2018,7318,7088,230,3.1
51127,2018,12396,12055,341,2.8
51131,2018,5385,5090,295,5.5
51133,2018,5540,5291,249,4.5
51135,2018,7211,6986,225,3.1
51137,2018,17013,16492,521,3.1
51139,2018,11893,11389,504,4.2
51141,2018,7435,7144,291,3.9
51143,2018,30488,29391,1097,3.6
51145,2018,14025,13644,381,2.7
51147,2018,10402,9997,405,3.9
51149,2018,14987,14434,553,3.7
51153,2018,242475,235713,6762,2.8
51155,2018,15972,15412,560,3.5
51157,2018,3640,3538,102,2.8
51159,2018,4050,3922,128,3.2
51161,2018,49067,47711,1356,2.8
51163,2018,10567,10246,321,3
51165,2018,41080,39968,1112,2.7
51167,2018,11186,10702,484,4.3
51169,2018,9100,8799,301,3.3
51171,2018,22169,21528,641,2.9
51173,2018,13661,13109,552,4
51175,2018,9029,8774,255,2.8
51177,2018,66153,64094,2059,3.1
51179,2018,71131,68995,2136,3
51181,2018,3750,3620,130,3.5
51183,2018,3761,3572,189,5
51185,2018,15911,15199,712,4.5
51187,2018,20169,19540,629,3.1
51191,2018,26663,25748,915,3.4
51193,2018,9371,9023,348,3.7
51195,2018,13210,12548,662,5
51197,2018,13727,13208,519,3.8
51199,2018,32656,31730,926,2.8
51510,2018,99979,97676,2303,2.3
51520,2018,7177,6903,274,3.8
51530,2018,3351,3244,107,3.2
51540,2018,25963,25291,672,2.6
51550,2018,122298,118533,3765,3.1
51570,2018,8738,8442,296,3.4
51580,2018,2400,2286,114,4.8
51590,2018,19576,18569,1007,5.1
51595,2018,2333,2221,112,4.8
51600,2018,13271,12963,308,2.3
51610,2018,8480,8295,185,2.2
51620,2018,3589,3430,159,4.4
51630,2018,13963,13471,492,3.5
51640,2018,2929,2827,102,3.5
51650,2018,64262,61619,2643,4.1
51660,2018,24557,23686,871,3.5
51670,2018,9648,9178,470,4.9
51678,2018,2079,1979,100,4.8
51680,2018,36249,34770,1479,4.1
51683,2018,21770,21174,596,2.7
51685,2018,9261,9005,256,2.8
51690,2018,5470,5215,255,4.7
51700,2018,88574,85305,3269,3.7
51710,2018,111338,107224,4114,3.7
51720,2018,1665,1598,67,4
51730,2018,12988,12179,809,6.2
51735,2018,6361,6188,173,2.7
51740,2018,44163,42331,1832,4.1
51750,2018,8615,8283,332,3.9
51760,2018,117557,113337,4220,3.6
51770,2018,48878,47272,1606,3.3
51775,2018,12902,12513,389,3
51790,2018,12016,11667,349,2.9
51800,2018,44502,43044,1458,3.3
51810,2018,232337,225561,6776,2.9
51820,2018,10520,10175,345,3.3
51830,2018,6673,6399,274,4.1
51840,2018,14544,14105,439,3
53001,2018,9382,8859,523,5.6
53003,2018,10189,9739,450,4.4
53005,2018,99023,93702,5321,5.4
53007,2018,45126,43003,2123,4.7
53009,2018,28122,26281,1841,6.5
53011,2018,233059,221615,11444,4.9
53013,2018,1793,1691,102,5.7
53015,2018,46339,43525,2814,6.1
53017,2018,21753,20567,1186,5.5
53019,2018,2513,2214,299,11.9
53021,2018,41673,39069,2604,6.2
53023,2018,905,851,54,6
53025,2018,46546,43563,2983,6.4
53027,2018,28263,26315,1948,6.9
53029,2018,34676,32817,1859,5.4
53031,2018,12270,11543,727,5.9
53033,2018,1264754,1224648,40106,3.2
53035,2018,123493,117634,5859,4.7
53037,2018,22030,20795,1235,5.6
53039,2018,10094,9507,587,5.8
53041,2018,33941,31756,2185,6.4
53043,2018,5075,4822,253,5
53045,2018,24457,22873,1584,6.5
53047,2018,20622,19258,1364,6.6
53049,2018,8419,7824,595,7.1
53051,2018,4847,4492,355,7.3
53053,2018,425870,403258,22612,5.3
53055,2018,8280,7949,331,4
53057,2018,60564,57337,3227,5.3
53059,2018,5354,5048,306,5.7
53061,2018,430814,415930,14884,3.5
53063,2018,245323,232197,13126,5.4
53065,2018,18393,17050,1343,7.3
53067,2018,138067,131291,6776,4.9
53069,2018,1333,1242,91,6.8
53071,2018,29350,27930,1420,4.8
53073,2018,111677,106221,5456,4.9
53075,2018,23546,22486,1060,4.5
53077,2018,129078,120677,8401,6.5
54001,2018,6857,6449,408,6
54003,2018,57407,55083,2324,4
54005,2018,7440,6988,452,6.1
54007,2018,5093,4737,356,7
54009,2018,9849,9253,596,6.1
54011,2018,40980,39056,1924,4.7
54013,2018,2414,2164,250,10.4
54015,2018,3117,2856,261,8.4
54017,2018,3952,3798,154,3.9
54019,2018,15872,14869,1003,6.3
54021,2018,2363,2214,149,6.3
54023,2018,5811,5482,329,5.7
54025,2018,15611,14823,788,5
54027,2018,10386,9945,441,4.2
54029,2018,12872,12119,753,5.8
54031,2018,5773,5457,316,5.5
54033,2018,34049,32518,1531,4.5
54035,2018,16170,15527,643,4
54037,2018,29656,28667,989,3.3
54039,2018,82348,78131,4217,5.1
54041,2018,6661,6292,369,5.5
54043,2018,7111,6622,489,6.9
54045,2018,10726,9988,738,6.9
54047,2018,4456,4040,416,9.300000000000001
54049,2018,25192,23758,1434,5.7
54051,2018,14133,13317,816,5.8
54053,2018,9917,9228,689,6.9
54055,2018,20969,19659,1310,6.2
54057,2018,12277,11607,670,5.5
54059,2018,6835,6320,515,7.5
54061,2018,53643,51459,2184,4.1
54063,2018,5787,5510,277,4.8
54065,2018,7956,7616,340,4.3
54067,2018,9282,8688,594,6.4
54069,2018,21308,20333,975,4.6
54071,2018,3531,3400,131,3.7
54073,2018,2841,2666,175,6.2
54075,2018,3797,3565,232,6.1
54077,2018,15320,14522,798,5.2
54079,2018,26351,25064,1287,4.9
54081,2018,29681,28139,1542,5.2
54083,2018,12021,11364,657,5.5
54085,2018,4309,4080,229,5.3
54087,2018,4943,4558,385,7.8
54089,2018,4207,3951,256,6.1
54091,2018,7776,7401,375,4.8
54093,2018,3326,3144,182,5.5
54095,2018,3097,2873,224,7.2
54097,2018,9388,8855,533,5.7
54099,2018,15587,14664,923,5.9
54101,2018,3167,2967,200,6.3
54103,2018,6554,6088,466,7.1
54105,2018,2210,2057,153,6.9
54107,2018,36019,34067,1952,5.4
54109,2018,6799,6327,472,6.9
55001,2018,8178,7792,386,4.7
55003,2018,7905,7568,337,4.3
55005,2018,24910,24067,843,3.4
55007,2018,7573,7203,370,4.9
55009,2018,142639,138718,3921,2.7
55011,2018,6597,6370,227,3.4
55013,2018,7295,6961,334,4.6
55015,2018,27704,26988,716,2.6
55017,2018,33354,32250,1104,3.3
55019,2018,18024,17504,520,2.9
55021,2018,31463,30610,853,2.7
55023,2018,7838,7547,291,3.7
55025,2018,319942,312787,7155,2.2
55027,2018,47964,46703,1261,2.6
55029,2018,15420,14863,557,3.6
55031,2018,23217,22295,922,4
55033,2018,24367,23623,744,3.1
55035,2018,59051,57513,1538,2.6
55037,2018,2266,2181,85,3.8
55039,2018,57227,55712,1515,2.6
55041,2018,3975,3784,191,4.8
55043,2018,28240,27447,793,2.8
55045,2018,21060,20518,542,2.6
55047,2018,9707,9383,324,3.3
55049,2018,13793,13431,362,2.6
55051,2018,2575,2425,150,5.8
55053,2018,10567,10237,330,3.1
55055,2018,46054,44733,1321,2.9
55057,2018,13506,13093,413,3.1
55059,2018,89475,86327,3148,3.5
55061,2018,11201,10877,324,2.9
55063,2018,66930,65176,1754,2.6
55065,2018,10211,9976,235,2.3
55067,2018,9483,9107,376,4
55069,2018,15267,14788,479,3.1
55071,2018,41215,39938,1277,3.1
55073,2018,73923,71966,1957,2.6
55075,2018,19602,18816,786,4
55077,2018,7695,7422,273,3.5
55078,2018,1625,1532,93,5.7
55079,2018,468452,451475,16977,3.6
55081,2018,23545,22900,645,2.7
55083,2018,20770,20081,689,3.3
55085,2018,18155,17505,650,3.6
55087,2018,103341,100447,2894,2.8
55089,2018,49249,48012,1237,2.5
55091,2018,4225,4087,138,3.3
55093,2018,25465,24650,815,3.2
55095,2018,24584,23670,914,3.7
55097,2018,39071,37897,1174,3
55099,2018,6631,6386,245,3.7
55101,2018,99130,95551,3579,3.6
55103,2018,9295,9050,245,2.6
55105,2018,84967,82214,2753,3.2
55107,2018,6954,6678,276,4
55109,2018,50461,48932,1529,3
55111,2018,35559,34648,911,2.6
55113,2018,7950,7607,343,4.3
55115,2018,21401,20756,645,3
55117,2018,62511,60949,1562,2.5
55119,2018,11035,10689,346,3.1
55121,2018,16313,15847,466,2.9
55123,2018,15461,15015,446,2.9
55125,2018,10151,9749,402,4
55127,2018,58245,56532,1713,2.9
55129,2018,7914,7607,307,3.9
55131,2018,77555,75584,1971,2.5
55133,2018,225674,219707,5967,2.6
55135,2018,26253,25480,773,2.9
55137,2018,11602,11198,404,3.5
55139,2018,92128,89613,2515,2.7
55141,2018,35223,34006,1217,3.5
56001,2018,20361,19712,649,3.2
56003,2018,5263,5025,238,4.5
56005,2018,22993,22090,903,3.9
56007,2018,7851,7570,281,3.6
56009,2018,7636,7368,268,3.5
56011,2018,3726,3610,116,3.1
56013,2018,18890,17939,951,5
56015,2018,6831,6613,218,3.2
56017,2018,2229,2151,78,3.5
56019,2018,4235,4073,162,3.8
56021,2018,48190,46397,1793,3.7
56023,2018,8785,8463,322,3.7
56025,2018,39259,37509,1750,4.5
56027,2018,1282,1248,34,2.7
56029,2018,15591,14936,655,4.2
56031,2018,4784,4612,172,3.6
56033,2018,15732,15121,611,3.9
56035,2018,4249,4074,175,4.1
56037,2018,21285,20425,860,4
56039,2018,15405,14959,446,2.9
56041,2018,9028,8650,378,4.2
56043,2018,4058,3892,166,4.1
56045,2018,3767,3641,126,3.3
72001,2018,4024,3473,551,13.7
72003,2018,11809,10500,1309,11.1
72005,2018,14615,12804,1811,12.4
72007,2018,6464,5813,651,10.1
72009,2018,6414,5649,765,11.9
72011,2018,8784,7941,843,9.6
72013,2018,23193,20786,2407,10.4
72015,2018,4614,3982,632,13.7
72017,2018,5809,5126,683,11.8
72019,2018,7336,6590,746,10.2
72021,2018,63973,59624,4349,6.8
72023,2018,13573,12156,1417,10.4
72025,2018,47130,43469,3661,7.8
72027,2018,9282,8368,914,9.800000000000001
72029,2018,15884,14635,1249,7.9
72031,2018,60556,56445,4111,6.8
72033,2018,7698,7081,617,8
72035,2018,15832,14608,1224,7.7
72037,2018,3764,3252,512,13.6
72039,2018,3670,3213,457,12.5
72041,2018,15223,14068,1155,7.6
72043,2018,9881,8513,1368,13.8
72045,2018,4853,4354,499,10.3
72047,2018,8855,8020,835,9.4
72049,2018,891,852,39,4.4
72051,2018,12843,12095,748,5.8
72053,2018,11140,9570,1570,14.1
72054,2018,3288,2897,391,11.9
72055,2018,3914,3309,605,15.5
72057,2018,11036,9568,1468,13.3
72059,2018,4913,4206,707,14.4
72061,2018,36693,35084,1609,4.4
72063,2018,17774,16639,1135,6.4
72065,2018,13114,11450,1664,12.7
72067,2018,5401,4871,530,9.800000000000001
72069,2018,16999,15035,1964,11.6
72071,2018,12339,11031,1308,10.6
72073,2018,4105,3669,436,10.6
72075,2018,14774,13227,1547,10.5
72077,2018,12145,10993,1152,9.5
72079,2018,5219,4420,799,15.3
72081,2018,6952,5828,1124,16.2
72083,2018,2610,2242,368,14.1
72085,2018,11111,10038,1073,9.699999999999999
72087,2018,8283,7594,689,8.300000000000001
72089,2018,6317,5465,852,13.5
72091,2018,11344,10367,977,8.6
72093,2018,1898,1612,286,15.1
72095,2018,2886,2446,440,15.2
72097,2018,21886,19396,2490,11.4
72099,2018,10482,9250,1232,11.8
72101,2018,7863,7100,763,9.699999999999999
72103,2018,8130,7230,900,11.1
72105,2018,7041,6350,691,9.800000000000001
72107,2018,4979,4366,613,12.3
72109,2018,4366,3600,766,17.5
72111,2018,5740,4949,791,13.8
72113,2018,44584,40201,4383,9.800000000000001
72115,2018,5979,5155,824,13.8
72117,2018,4697,4029,668,14.2
72119,2018,16861,15310,1551,9.199999999999999
72121,2018,6099,5250,849,13.9
72123,2018,7125,6074,1051,14.8
72125,2018,9621,8447,1174,12.2
72127,2018,131456,123248,8208,6.2
72129,2018,11588,10419,1169,10.1
72131,2018,10238,8739,1499,14.6
72133,2018,8641,7531,1110,12.8
72135,2018,26601,24932,1669,6.3
72137,2018,28742,26842,1900,6.6
72139,2018,26462,25086,1376,5.2
72141,2018,6604,5840,764,11.6
72143,2018,9560,8718,842,8.800000000000001
72145,2018,13117,11750,1367,10.4
72147,2018,2718,2269,449,16.5
72149,2018,7311,6154,1157,15.8
72151,2018,8762,7509,1253,14.3
72153,2018,9716,8288,1428,14.7
,,,,,
,,,,,
,,,,,
1001,2019,26172,25458,714,2.7
1003,2019,97328,94675,2653,2.7
1005,2019,8537,8213,324,3.8
1007,2019,8685,8419,266,3.1
1009,2019,25331,24655,676,2.7
1011,2019,4818,4643,175,3.6
1013,2019,9263,8925,338,3.6
1015,2019,46209,44574,1635,3.5
1017,2019,15748,15286,462,2.9
1019,2019,11604,11266,338,2.9
1021,2019,19818,19280,538,2.7
1023,2019,4670,4452,218,4.7
1025,2019,7557,7121,436,5.8
1027,2019,6101,5918,183,3
1029,2019,5806,5623,183,3.2
1031,2019,21402,20779,623,2.9
1033,2019,23646,22761,885,3.7
1035,2019,4533,4353,180,4
1037,2019,4549,4414,135,3
1039,2019,15653,15119,534,3.4
1041,2019,6476,6293,183,2.8
1043,2019,38646,37648,998,2.6
1045,2019,20724,20082,642,3.1
1047,2019,14711,13904,807,5.5
1049,2019,31052,30182,870,2.8
1051,2019,37565,36586,979,2.6
1053,2019,14762,14248,514,3.5
1055,2019,42723,41295,1428,3.3
1057,2019,6579,6372,207,3.1
1059,2019,14696,14291,405,2.8
1061,2019,11045,10725,320,2.9
1063,2019,2883,2722,161,5.6
1065,2019,6119,5878,241,3.9
1067,2019,6944,6697,247,3.6
1069,2019,46234,44844,1390,3
1071,2019,23484,22712,772,3.3
1073,2019,318755,309664,9091,2.9
1075,2019,5849,5670,179,3.1
1077,2019,42548,41160,1388,3.3
1079,2019,14306,13859,447,3.1
1081,2019,76580,74500,2080,2.7
1083,2019,43854,42700,1154,2.6
1085,2019,3587,3383,204,5.7
1087,2019,7850,7513,337,4.3
1089,2019,185219,180505,4714,2.5
1091,2019,7694,7423,271,3.5
1093,2019,12932,12486,446,3.4
1095,2019,44085,42999,1086,2.5
1097,2019,189107,182083,7024,3.7
1099,2019,7329,6973,356,4.9
1101,2019,105777,102517,3260,3.1
1103,2019,58271,56771,1500,2.6
1105,2019,3413,3235,178,5.2
1107,2019,7923,7647,276,3.5
1109,2019,15428,14924,504,3.3
1111,2019,9639,9347,292,3
1113,2019,23896,23198,698,2.9
1115,2019,40532,39441,1091,2.7
1117,2019,115939,113414,2525,2.2
1119,2019,4854,4635,219,4.5
1121,2019,35769,34556,1213,3.4
1123,2019,18652,18096,556,3
1125,2019,104964,102122,2842,2.7
1127,2019,25347,24517,830,3.3
1129,2019,6800,6487,313,4.6
1131,2019,2739,2544,195,7.1
1133,2019,10041,9705,336,3.3
2013,2019,2428,2360,68,2.8
2016,2019,3606,3477,129,3.6
2020,2019,146949,139526,7423,5.1
2050,2019,7025,6120,905,12.9
2060,2019,441,414,27,6.1
2068,2019,1038,950,88,8.5
2070,2019,1938,1781,157,8.1
2090,2019,44652,42248,2404,5.4
2100,2019,1111,1012,99,8.9
2105,2019,1160,1028,132,11.4
2110,2019,16999,16243,756,4.4
2122,2019,26161,24383,1778,6.8
2130,2019,6884,6456,428,6.2
2150,2019,5912,5582,330,5.6
2158,2019,2682,2164,518,19.3
2164,2019,708,638,70,9.9
2170,2019,46901,43661,3240,6.9
2180,2019,4036,3596,440,10.9
2185,2019,3485,3261,224,6.4
2188,2019,2934,2523,411,14
2195,2019,1388,1267,121,8.699999999999999
2198,2019,2851,2562,289,10.1
2220,2019,4336,4155,181,4.2
2230,2019,822,746,76,9.199999999999999
2240,2019,2810,2558,252,9
2261,2019,4815,4452,363,7.5
2275,2019,1002,925,77,7.7
2282,2019,246,227,19,7.7
2290,2019,2458,2113,345,14
4001,2019,20487,18468,2019,9.9
4003,2019,50594,47695,2899,5.7
4005,2019,77507,73206,4301,5.5
4007,2019,21677,20485,1192,5.5
4009,2019,15351,14608,743,4.8
4011,2019,4520,4342,178,3.9
4012,2019,9334,8789,545,5.8
4013,2019,2310503,2217656,92847,4
4015,2019,87792,82815,4977,5.7
4017,2019,40979,37973,3006,7.3
4019,2019,498695,476620,22075,4.4
4021,2019,187480,178309,9171,4.9
4023,2019,19636,17963,1673,8.5
4025,2019,106880,102138,4742,4.4
4027,2019,99824,83437,16387,16.4
5001,2019,9427,9141,286,3
5003,2019,7751,7333,418,5.4
5005,2019,16296,15646,650,4
5007,2019,137211,133610,3601,2.6
5009,2019,16036,15525,511,3.2
5011,2019,4483,4298,185,4.1
5013,2019,2453,2345,108,4.4
5015,2019,12783,12383,400,3.1
5017,2019,3285,3057,228,6.9
5019,2019,9691,9323,368,3.8
5021,2019,5691,5413,278,4.9
5023,2019,9226,8808,418,4.5
5025,2019,3219,3092,127,3.9
5027,2019,9140,8730,410,4.5
5029,2019,8285,7926,359,4.3
5031,2019,55652,54097,1555,2.8
5033,2019,26922,26028,894,3.3
5035,2019,21422,20512,910,4.2
5037,2019,7411,7097,314,4.2
5039,2019,2840,2706,134,4.7
5041,2019,5402,5161,241,4.5
5043,2019,7864,7456,408,5.2
5045,2019,62431,60556,1875,3
5047,2019,7494,7242,252,3.4
5049,2019,4962,4763,199,4
5051,2019,41346,39809,1537,3.7
5053,2019,8403,8136,267,3.2
5055,2019,20065,19366,699,3.5
5057,2019,9951,9571,380,3.8
5059,2019,14019,13509,510,3.6
5061,2019,5711,5525,186,3.3
5063,2019,16527,15868,659,4
5065,2019,4912,4643,269,5.5
5067,2019,5840,5460,380,6.5
5069,2019,27740,26220,1520,5.5
5071,2019,10278,9809,469,4.6
5073,2019,2466,2351,115,4.7
5075,2019,6817,6533,284,4.2
5077,2019,2833,2706,127,4.5
5079,2019,3950,3777,173,4.4
5081,2019,5518,5280,238,4.3
5083,2019,8583,8210,373,4.3
5085,2019,34468,33359,1109,3.2
5087,2019,7427,7238,189,2.5
5089,2019,6673,6406,267,4
5091,2019,19750,18941,809,4.1
5093,2019,17358,16467,891,5.1
5095,2019,2761,2642,119,4.3
5097,2019,2970,2832,138,4.6
5099,2019,3662,3517,145,4
5101,2019,3335,3218,117,3.5
5103,2019,9838,9330,508,5.2
5105,2019,4275,4100,175,4.1
5107,2019,6379,5996,383,6
5109,2019,4250,4086,164,3.9
5111,2019,10279,9929,350,3.4
5113,2019,8121,7782,339,4.2
5115,2019,28869,27618,1251,4.3
5117,2019,3586,3430,156,4.4
5119,2019,190248,183776,6472,3.4
5121,2019,7301,7017,284,3.9
5123,2019,8197,7772,425,5.2
5125,2019,59114,57450,1664,2.8
5127,2019,4314,4167,147,3.4
5129,2019,2914,2781,133,4.6
5131,2019,56698,54834,1864,3.3
5133,2019,5513,5248,265,4.8
5135,2019,5742,5457,285,5
5137,2019,4726,4503,223,4.7
5139,2019,15847,15018,829,5.2
5141,2019,5741,5455,286,5
5143,2019,124967,121914,3053,2.4
5145,2019,33800,32281,1519,4.5
5147,2019,2773,2627,146,5.3
5149,2019,8417,8081,336,4
6001,2019,844346,819675,24671,2.9
6003,2019,551,523,28,5.1
6005,2019,14900,14328,572,3.8
6007,2019,99242,94162,5080,5.1
6009,2019,21428,20616,812,3.8
6011,2019,10993,9586,1407,12.8
6013,2019,561757,544496,17261,3.1
6015,2019,9674,9119,555,5.7
6017,2019,92022,88785,3237,3.5
6019,2019,450760,418092,32668,7.2
6021,2019,12997,12201,796,6.1
6023,2019,62507,60254,2253,3.6
6025,2019,71411,58331,13080,18.3
6027,2019,8760,8450,310,3.5
6029,2019,390999,360783,30216,7.7
6031,2019,57788,53222,4566,7.9
6033,2019,29158,27687,1471,5
6035,2019,9869,9416,453,4.6
6037,2019,5121584,4894296,227288,4.4
6039,2019,61945,57651,4294,6.9
6041,2019,139979,136786,3193,2.3
6043,2019,7612,7262,350,4.6
6045,2019,38934,37388,1546,4
6047,2019,116226,106866,9360,8.1
6049,2019,3171,2947,224,7.1
6051,2019,8508,8195,313,3.7
6053,2019,222516,208717,13799,6.2
6055,2019,74004,71900,2104,2.8
6057,2019,48639,47022,1617,3.3
6059,2019,1623421,1578334,45087,2.8
6061,2019,187932,182093,5839,3.1
6063,2019,7903,7296,607,7.7
6065,2019,1104035,1057884,46151,4.2
6067,2019,712394,686298,26096,3.7
6069,2019,31432,29845,1587,5
6071,2019,967719,930709,37010,3.8
6073,2019,1590591,1539948,50643,3.2
6075,2019,583186,570412,12774,2.2
6077,2019,327077,307854,19223,5.9
6079,2019,140931,136914,4017,2.9
6081,2019,460044,450647,9397,2
6083,2019,217882,209843,8039,3.7
6085,2019,1053723,1027527,26196,2.5
6087,2019,142277,135530,6747,4.7
6089,2019,74353,70878,3475,4.7
6091,2019,1326,1255,71,5.4
6093,2019,17227,16109,1118,6.5
6095,2019,209527,201672,7855,3.7
6097,2019,259394,252428,6966,2.7
6099,2019,243454,228753,14701,6
6101,2019,45785,42440,3345,7.3
6103,2019,25650,24228,1422,5.5
6105,2019,4693,4436,257,5.5
6107,2019,203980,184353,19627,9.6
6109,2019,21317,20366,951,4.5
6111,2019,423390,408169,15221,3.6
6113,2019,108658,104220,4438,4.1
6115,2019,29997,28182,1815,6.1
8001,2019,275440,267375,8065,2.9
8003,2019,8726,8413,313,3.6
8005,2019,368504,358574,9930,2.7
8007,2019,6937,6717,220,3.2
8009,2019,2175,2138,37,1.7
8011,2019,1919,1863,56,2.9
8013,2019,196991,192351,4640,2.4
8014,2019,40520,39528,992,2.4
8015,2019,9871,9636,235,2.4
8017,2019,1173,1154,19,1.6
8019,2019,6110,5960,150,2.5
8021,2019,4165,4013,152,3.6
8023,2019,1888,1814,74,3.9
8025,2019,1525,1460,65,4.3
8027,2019,2088,2025,63,3
8029,2019,14519,14035,484,3.3
8031,2019,421322,409974,11348,2.7
8033,2019,1164,1129,35,3
8035,2019,196248,191586,4662,2.4
8037,2019,37073,36241,832,2.2
8039,2019,15344,15009,335,2.2
8041,2019,342735,331453,11282,3.3
8043,2019,15251,14548,703,4.6
8045,2019,32910,32021,889,2.7
8047,2019,3820,3732,88,2.3
8049,2019,9978,9765,213,2.1
8051,2019,11594,11346,248,2.1
8053,2019,438,422,16,3.7
8055,2019,2542,2396,146,5.7
8057,2019,1003,980,23,2.3
8059,2019,338722,330124,8598,2.5
8061,2019,965,950,15,1.6
8063,2019,4365,4292,73,1.7
8065,2019,4994,4878,116,2.3
8067,2019,32305,31495,810,2.5
8069,2019,206483,201624,4859,2.4
8071,2019,6635,6377,258,3.9
8073,2019,2431,2375,56,2.3
8075,2019,11167,10904,263,2.4
8077,2019,76614,73986,2628,3.4
8079,2019,533,521,12,2.3
8081,2019,7450,7195,255,3.4
8083,2019,13038,12486,552,4.2
8085,2019,22010,21327,683,3.1
8087,2019,16582,16146,436,2.6
8089,2019,8495,8150,345,4.1
8091,2019,2454,2383,71,2.9
8093,2019,11292,11010,282,2.5
8095,2019,2631,2589,42,1.6
8097,2019,11395,11041,354,3.1
8099,2019,6408,6240,168,2.6
8101,2019,76276,73147,3129,4.1
8103,2019,3019,2908,111,3.7
8105,2019,5506,5280,226,4.1
